Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer Science_Artificial_Intelligence;Computer Science_Information_Systems;Computer Science_Interdisciplinary_Applications;Computer Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted net national income (current US$);Adjusted savings_education expenditure (% of GNI);Adjusted savings_education expenditure (current US$);Age dependency ratio (% of working-age population);Age dependency ratio, old (% of working-age population);Age dependency ratio, young (% of working-age population);Agricultural machinery, tractors per 100 sq. km of arable land;Exports of goods and services (% of GDP);External balance on goods and services (% of GDP);Final consumption expenditure (% of GDP);Fixed telephone subscriptions (per 100 people);Foreign direct investment, net inflows (% of GDP);Foreign direct investment, net inflows (BoP, current US$);Foreign direct investment, net outflows (% of GDP);Foreign direct investment, net outflows (BoP, current US$);GDP (constant 2010 US$);GDP per capita (constant 2010 US$);General government final consumption expenditure (% of GDP);GNI (current LCU);GNI per capita (current LCU);Gross capital formation (% of GDP);Gross fixed capital formation (% of GDP);Gross national expenditure (% of GDP);Imports of goods and services (% of GDP);Inflation, GDP deflator (annual %);Lower secondary school starting age (years);Merchandise exports by the reporting economy (current US$);Merchandise exports to high-income economies (% of total merchandise exports);Merchandise imports by the reporting economy (current US$);Merchandise imports from high-income economies (% of total merchandise imports);Merchandise trade (% of GDP);Population, total;Preprimary education, duration (years);Primary education, duration (years);Primary school starting age (years);Real effective exchange rate index (2010 = 100);Secondary education, duration (years);Trade (% of GDP);Urban population (% of total population);AI_publications;AI_patents
1995;Japan;12101;3690;30301;4322;599;8875;8169;2352;9102;42767;91;163;541;193;352;3088;110;490;665;1891;4,33E+12;3,5;1,93E+11;43,97543019;20,58447144;23,39095874;4585,313175;8,971796831;1,264111779;68,85305137;49,29510657;0,000760914;41463072;0,000760914;41463072;5,06E+12;40368,71228;15,36179398;5,17E+14;4121345,036;29,88285636;29,54305962;98,73590773;7,707685053;-0,533459697;12;4,43E+11;75,57094072;3,36E+11;68,67776128;14,2958593;125439000;3;6;6;135,3250714;6;16,67948188;78,016;242;248
1996;Japan;11484;3283;31779;4094;388;9840;7397;2160;10085;42637;195;226;586;197;311;3350;122;727;696;2274;3,86E+12;3,2799471;1,6E+11;44,36073136;21,4115547;22,94917666;4611,038679;9,479069217;0,433638281;68,70120951;50,56453718;-0,000790357;-38203596;0,546215576;26402490800;5,22E+12;41514,89779;15,44825676;5,32E+14;4230434,886;30,86515221;30,40020966;99,56636172;9,045430937;-0,496487072;12;4,12E+11;74,96068453;3,5E+11;67,58157331;15,72400082;125757000;3;6;6;113,6863343;6;18,52450015;78,145;245;169
1997;Japan;11962;3612;32833;3952;345;10780;7994;1899;11974;41995;158;218;448;241;259;3205;129;649;638;2303;3,51E+12;3,2383795;1,45E+11;44,83795182;22,26052475;22,57742707;4642,153644;10,54885166;1,056965136;68,99203864;51,80359494;0,056332628;2486935040;0,543344138;23987192131;5,28E+12;41861,75344;15,59954507;5,41E+14;4291539,542;29,95099622;29,40921196;98,94303486;9,491886528;0,503830133;12;4,21E+11;76,81554811;3,39E+11;67,2177707;17,20853848;126057000;3;6;6;106,9763864;6;20,04073819;78,272;216;148
1998;Japan;12066;3541;35543;4562;332;9897;8686;2546;14882;46248;151;307;533;250;309;3220;133;781;837;2551;3,18E+12;2,923039639;1,19E+11;45,37740342;23,12644871;22,25095471;4674,751929;10,52448023;1,81693876;69,66787143;49,09891904;0,062294255;2512021924;0,49113563;19805092208;5,22E+12;41277,06676;15,96413861;5,34E+14;4226821,203;28,51517087;28,1970664;98,1830423;8,707541474;-0,045119614;12;3,88E+11;79,71179667;2,81E+11;67,53194594;16,57555814;126400000;3;6;6;106,983343;6;19,23202171;78,398;215;132
1999;Japan;11466;2920;37323;4596;316;13779;8476;3025;14811;47010;204;398;519;219;343;3563;141;622;724;2493;3,59E+12;2,965304023;1,37E+11;45,95331578;24,00350276;21,94981302;4707,972463;9,951760005;1,554560188;71,32660755;48,73596036;0,323986292;14780510031;0,53181607;24261868314;5,2E+12;41097,9596;16,52190948;5,26E+14;4153022,562;27,11881302;27,83150179;98,44542057;8,397199817;-1,309492414;12;4,19E+11;79,79252016;3,11E+11;66,02944239;15,94897915;126631000;3;6;6;118,8768157;6;18,34895982;78,523;235;87
2000;Japan;13254;2981;50237;5746;286;61609;9793;4265;17547;60343;174;321;586;268;483;3080;168;672;907;2641;3,86E+12;3,054360372;1,51E+11;46,55949158;24,89231674;21,66717485;4532,12785;10,62448501;1,429317304;71,2635512;48,58458993;0,218682871;10688168326;0,921274923;45027492991;5,35E+12;42169,73328;16,8520389;5,34E+14;4211742,075;27,30713149;27,38476494;98,5706827;9,195167703;-1,383685532;12;4,78E+11;78,58106554;3,8E+11;64,54955828;17,5704664;126843000;3;6;6;125,4978304;6;19,81965271;78,649;218;81
2001;Japan;14735;3152;46795;6499;275;56571;10736;4361;13892;59348;161;300;551;264;414;3328;186;848;1009;2603;3,41E+12;3,021511813;1,32E+11;47,24598623;25,77872605;21,46726018;;10,22909915;0,660070171;72,77939981;48,0181222;0,114464574;4926033619;0,828628351;35660387815;5,37E+12;42239,18493;17,53468896;5,31E+14;4176014,754;26,56051089;26,54546324;99,33991071;9,569028977;-1,104516896;12;4,04E+11;76,87991755;3,49E+11;62,97324711;17,48756268;127149000;3;6;6;111,7546208;6;19,79812812;79,99;197;103
2002;Japan;14226;2320;39868;5855;207;37174;9557;3902;13228;57892;150;360;605;259;484;3054;178;841;772;2506;3,24E+12;3,053696456;1,27E+11;47,92229616;26,67110207;21,25119409;;11,01822103;1,350830701;73,99368433;47,51817765;0,280851696;11557373874;0,750932664;30901752305;5,38E+12;42190,80487;18,12713208;5,23E+14;4106080,27;24,65550435;25,03016554;98,64918868;9,667390329;-1,458286043;12;4,17E+11;75,3623083;3,37E+11;61,16552963;18,32074597;127445000;3;6;6;104,1278112;6;20,68561136;81,647;226;51
2003;Japan;14965;2079;36582;5703;224;28590;9101;3491;12087;54342;170;646;698;328;739;3283;180;859;1019;2539;3,52E+12;3,084033083;1,39E+11;48,6286523;27,58389173;21,04476057;;11,63929347;1,695457534;73,90731134;47,02464904;0,197305674;8771535612;0,775241253;34464575324;5,46E+12;42744,01128;18,19335907;5,24E+14;4099185,706;24,39723113;24,46440216;98,30454247;9,943835932;-1,616981143;12;4,72E+11;72,85258926;3,83E+11;59,32472863;19,22655738;127718000;3;6;6;105,0273526;6;21,5831294;83,196;255;72
2004;Japan;13710;1875;34536;6662;207;23536;9076;3034;11146;53512;191;805;1030;451;926;3137;207;911;974;2594;3,84E+12;3,05876668;1,5E+11;49,42186436;28,53588736;20,885977;;12,97203231;2,02170816;73,62968827;46,49457843;0,156338846;7527948175;0,84345748;40613733180;5,58E+12;43671,67997;18,10292968;5,31E+14;4154278,692;24,34862277;24,05111741;97,97831104;10,95032415;-1,100735877;12;5,66E+11;71,44378153;4,55E+11;58,14372171;21,18765236;127761000;3;6;6;106,0589443;6;23,92235646;84,64;274;95
2005;Japan;13075;1622;29112;5945;182;22123;8406;2317;9955;55823;151;966;1039;322;957;3486;190;1009;976;2450;3,8E+12;3,000228626;1,46E+11;50,33577437;29,54451566;20,79125871;;14,01244112;1,50938846;73,74113965;45,23864807;0,114808557;5459618343;1,086446949;51665013693;5,67E+12;44393,62638;18,11722144;5,35E+14;4190987,924;24,74947189;24,60097899;98,49061154;12,50305266;-1,037434652;12;5,95E+11;70,314078;5,15E+11;58,40998605;23,35880298;127773000;3;6;6;99,45058186;6;26,51549378;85,978;256;76
2006;Japan;11908;1500;26816;4952;191;18989;7885;2369;9140;52330;193;935;907;449;904;3254;218;1055;976;2325;3,62E+12;2,936362334;1,37E+11;51,20517278;30,50970184;20,69547094;;15,8729023;1,414022973;73,83734845;43,62856813;-0,052907509;-2396909736;1,283612246;58152476830;5,75E+12;44995,49449;17,95290272;5,41E+14;4228875,123;24,74862858;24,71763478;98,58597703;14,45887932;-0,883377798;12;6,47E+11;69,30134855;5,79E+11;58,63149087;27,05710671;127854000;3;6;6;90,03620873;6;30,33178162;87,118;271;96
2007;Japan;11606;1501;26142;4607;222;16753;6847;2121;7894;51389;183;301;624;296;170;3353;255;1063;875;2340;3,62E+12;2,945336199;1,37E+11;52,17081683;31,49572579;20,67509104;;17,49331657;1,892744657;73,6238269;39,87343944;0,479068377;21631204436;1,616509706;72989689117;5,85E+12;45687,27381;17,94561173;5,48E+14;4278488,449;24,48344725;24,11781943;98,10727415;15,60057191;-0,729479771;12;7,14E+11;66,9767119;6,22E+11;57,12371734;29,60114509;128001000;3;6;6;82,47019325;6;33,09388849;88,146;214;55
2008;Japan;10906;1491;26240;3716;180;15158;6889;2040;6921;46397;168;326;706;286;151;3037;207;1139;794;2338;3,96E+12;2,934834992;1,52E+11;53,25299447;32,54464858;20,70834589;;17,42403772;0,449055022;75,0031159;37,67491529;0,488791043;24624845330;2,255770114;1,14E+11;5,78E+12;45165,78792;18,35944259;5,34E+14;4172630,658;24,54784828;23,96228883;99,55096418;16,9749827;-0,980895409;12;7,82E+11;64,50708104;7,63E+11;57,99512714;30,64656714;128063000;3;6;6;88,61987166;6;34,39902043;89,103;204;71
2009;Japan;9126;1369;24123;2999;155;13709;6023;1820;5924;38944;235;438;669;296;198;3235;258;1214;883;2297;4,06E+12;3,005233834;1,61E+11;54,48393273;33,72246582;20,76146691;;12,52091416;0,550928394;78,12537666;51,95764599;0,233713959;12226471579;1,408367949;73677116860;5,47E+12;42724,76037;19,63464835;5,01E+14;3916264,34;21,32367452;22,36136392;99,44905118;11,96998576;-0,611272559;12;5,81E+11;63,2937518;5,52E+11;56,52142249;21,65201956;128047000;3;6;6;99,53655643;6;24,49089992;89,989;233;44
2010;Japan;9264;1299;23741;2658;140;9870;5487;1598;5491;32605;174;320;611;297;191;2924;324;1142;825;2171;4,49E+12;3,075632676;1,8E+11;55,89157878;35,07259865;20,81898013;;15,03675698;1,460506254;77,24200811;51,04834824;0,130541249;7440979284;1,397458644;79656513837;5,7E+12;44507,67639;19,49160384;5,13E+14;4007799,641;21,29748564;21,32972282;98,53949375;13,57625073;-1,895163535;12;7,7E+11;60,71870034;6,94E+11;54,81500038;25,68083865;128070000;3;6;6;100;6;28,61300771;90,812;158;63
