Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer Science_Artificial_Intelligence;Computer Science_Information_Systems;Computer Science_Interdisciplinary_Applications;Computer Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted_net_national_income_(current_US$);Adjusted_savings_education_expenditure_(%_of_GNI);Adjusted_savings_education_expenditure_(current_US$);Age_dependency_ratio_(%_of_working_age_population);Age_dependency_ratio_old_(%_of_working_age_population);Age_dependency_ratio_young_(%_of_working_age_population);Agricultural_machinery_tractors_per_100_sq_km_of_arable_land;Exports_of_goods_and_services_(%_of_GDP);External_balance_on_goods_and_services_(%_of_GDP);Final_consumption_expenditure_(%_of_GDP);Fixed_telephone_subscriptions_(per_100_people);Foreign_direct_investment_net_inflows_(%_of_GDP);Foreign_direct_investment_net_inflows_(BoP_current_US$);Foreign_direct_investment_net_outflows_(%_of_GDP);Foreign_direct_investment_net_outflows_(BoP_current_US$);GDP_(constant_2010_US$);GDP_per_capita_(constant_2010_US$);General_government_final_consumption_expenditure_(%_of_GDP);GNI_(current_LCU);GNI_per_capita_(current_LCU);Gross_capital_formation_(%_of_GDP);Gross_fixed_capital_formation_(%_of_GDP);Gross_national_expenditure_(%_of_GDP);Imports_of_goods_and_services_(%_of_GDP);Inflation_GDP_deflator_(annual_%);Lower_secondary_school_starting_age_(years);Merchandise_exports_by_the_reporting_economy_(current_US$);Merchandise_exports_to_high_income_economies_(%_of_total_merchandise_exports);Merchandise_imports_by_the_reporting_economy_(current_US$);Merchandise_imports_from_high_income_economies_(%_of_total_merchandise_imports);Merchandise_trade_(%_of_GDP);Population_total;Preprimary_education_duration_(years);Primary_education_duration_(years);Primary_school_starting_age_(years);Real_effective_exchange_rate_index_(2010_100);Secondary_education_duration_(years);Trade_(%_of_GDP);Urban_population_(%_of_total_population);AI_publications;AI_patents
1981;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4,1;;49,82;17,68;32,13;;;;;7,97;;;;;;;;;;;;;;;10;;;;;;50221000;4;3;7;;7;;62,3;0;0
1982;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4,1;;49,66;17,44;32,22;;;;;8,54;;;;;;;;;;;;;;;10;;;;;;50384000;4;3;7;;7;;62,9;0;0
1983;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;3,8;;49,54;17,11;32,42;;;;;9,12;;;;;;;;;;;;;;;10;;;;;;50564000;4;3;7;;7;;63,5;0;0
1984;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,8;;49,43;16,84;32,59;;;;;9,65;;;;;;;;;;;;;;;10;;;;;;50754000;4;3;7;;7;;64,1;0;0
1985;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;;49,32;16,7;32,62;;;;;10,21;;;;;;;;;;;;;;;10;;;;;;50917000;4;3;7;;7;;64,68;0;0
1986;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;;49,47;16,78;32,68;;;;;10,77;;;;;;;;;;;;;;;10;;;;;;51097000;4;3;7;;7;;65,26;0;0
1987;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;;49,52;16,94;32,59;;;;;11,32;;;;;;;;;;;;;;;10;;;;;;51293000;4;3;7;;7;;65,83;0;0
1988;Ukraine;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;;49,53;17,17;32,36;;;;;12,14;;;;;;;;;;;;;;;10;;;;;;51521000;4;3;7;;7;;66,4;0;0
1989;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;9;0;;3,5;;49,59;17,51;32,08;;;;;13;;;;;;;;;;;;;;;10;;;;;;51773000;4;3;7;;7;;66,72;0;0
1990;Ukraine;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;3,4;;49,75;17,95;31,8;;;;;13,66;;;;;;;;;;;;;;;10;;;;;;51892000;4;3;7;;7;;66,76;0;0
1991;Ukraine;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;4;0;;4,3;;50,07;18,5;31,57;;;;;14,27;;;;;;;;;;;;;;;10;;;;;;52000470;4;3;7;;7;;66,8;0;0
1992;Ukraine;0;0;0;0;0;0;0;0;0;0;20;3;4;1;0;15;24;1;62;14;;4,6;;50,46;19,14;31,32;;;;;14,74;;;;;;;;;;;;;;;10;;;;;;52150266;4;3;7;;7;;66,84;0;0
1993;Ukraine;0;0;0;0;0;0;0;0;0;0;16;9;14;2;9;104;36;19;96;34;;4,3;;50,74;19,76;30,98;;;;;15,24;;;;;;;;;;;;;;;10;;;;;;52179210;4;3;7;;7;;66,87;4;0
1994;Ukraine;0;0;0;0;0;0;0;0;0;0;5;7;1;4;12;122;31;21;93;50;;4,9;;50,68;20,18;30,5;;;;;15,77;;;;;;;;;;;;;;;10;;;;;;51921041;4;3;7;;7;;66,91;3;0
1995;Ukraine;0;0;0;0;0;0;0;0;0;0;7;15;1;5;13;129;32;15;76;64;;5,4;;50,15;20,32;29,83;;;;;16,33;;;;;;;;;;;;;;;10;;;;;;51512299;4;3;7;;7;;66,95;3;0
1996;Ukraine;0;0;0;0;0;0;0;0;0;0;9;6;3;10;4;154;33;27;99;52;;6,36;;49,42;20,46;28,96;;;;;18,27;;;;;;;;;;;;;;;10;;;;;;51057189;4;3;7;;7;;66,99;4;0
1997;Ukraine;0;0;0;0;0;0;0;0;0;0;4;7;0;8;7;180;37;23;81;61;;5,5;;48,28;20,31;27,97;;;;;18,75;;;;;;;;;;;;;;;10;;;;;;50594105;4;3;7;;7;;67,03;4;0
1998;Ukraine;3;0;0;0;0;0;0;0;0;0;6;8;3;14;9;173;30;21;70;111;;4,41;;46,93;20,03;26,9;;;;;19,49;;;;;;;;;;;;;;;10;;;;;;50143939;4;3;7;;7;;67,07;5;0
1999;Ukraine;6;0;1;0;0;0;0;0;0;0;9;10;0;5;16;184;21;27;71;121;;4,17;;45,69;19,87;25,82;;;;;20,44;;;;;;;;;;;;;;;10;;;;;;49673350;4;3;7;;7;;67,11;3;0
2000;Ukraine;17;0;0;0;0;0;0;0;0;0;8;3;1;13;5;166;18;26;70;96;;3,94;;44,75;19,98;24,78;;;;;21,33;;;;;;;;;;;;;;;10;;;;;;49175848;4;3;7;;7;;67,15;4;0
2001;Ukraine;29;3;6;2;0;2;0;0;1;2;8;12;3;18;9;140;27;17;63;63;;4,26;;44,42;20,51;23,9;;;;;22,04;;;;;;;;;;;;;;;10;;;;;;48683865;4;3;7;;7;;67,18;9;0
2002;Ukraine;94;3;37;7;1;2;1;2;2;8;3;8;2;15;13;133;26;29;70;90;;4,58;;44,34;21,27;23,07;;;;;22,58;;;;;;;;;;;;;;;10;;;;;;48202500;4;3;7;;7;;67,28;6;0
2003;Ukraine;519;29;73;23;7;6;1;16;13;43;7;14;0;8;15;129;30;41;58;56;;4,9;;44,37;22,07;22,3;;;;;23,35;;;;;;;;;;;;;;;10;;;;;;47812950;3;4;6;;7;;67,43;6;5
2004;Ukraine;284;33;89;13;0;12;2;4;5;10;3;16;0;11;13;118;15;32;40;86;;5,22;;44,27;22,65;21,62;;;;;25,72;;;;;;;;;;;;;;;10;;;;;;47451600;3;4;6;;7;;67,6;4;1
2005;Ukraine;623;43;118;19;1;33;4;4;10;15;10;22;1;9;32;154;35;27;94;51;;5,54;;43,91;22,86;21,04;;;;;24,88;;;;;;;;;;;;;;;10;;;;;;47105150;3;4;6;;7;;67,79;10;5
2006;Ukraine;611;45;126;24;6;33;11;1;20;19;4;14;1;6;12;108;38;25;57;62;;5,86;;43,62;23,05;20,57;;;;;26,59;;;;;;;;;;;;;;;10;;;;;;46787750;3;4;6;;7;;67,97;7;3
2007;Ukraine;699;46;110;42;4;28;3;9;19;26;10;3;3;11;2;92;24;43;58;66;;5,91;;43,23;22,96;20,27;;;;;27,82;;;;;;;;;;;;;;;10;;;;;;46509350;3;4;6;;7;;68,15;12;4
